hepatwin_id,compound_name,dili_concern,dili_score,snapshot_at
HT0033,Alfentanil hydrochloride,vNo-DILI-concern,0.6046504941459887,2026-08-06T02:54:52.065883+00:00
HT0034,Alfuzosin hydrochloride,vLess-DILI-concern,0.6267509555649029,2026-08-06T02:54:52.065883+00:00
HT0036,Aliskiren hemifumarate,vLess-DILI-concern,0.5775590127152008,2026-08-06T02:54:52.065883+00:00
HT0037,Allopurinol,vMost-DILI-concern,0.7045966180434781,2026-08-06T02:54:52.065883+00:00
HT0038,Almotriptan malate,vNo-DILI-concern,0.6403942502978007,2026-08-06T02:54:52.065883+00:00
HT0039,Alogliptin benzoate,Ambiguous-DILI-concern,0.6273249456571158,2026-08-06T02:54:52.065883+00:00
HT0040,Alosetron hydrochloride,vLess-DILI-concern,0.6882759912902574,2026-08-06T02:54:52.065883+00:00
HT0041,Alpelisib,vLess-DILI-concern,0.686417710935597,2026-08-06T02:54:52.065883+00:00
HT0042,Alpidem,vMost-DILI-concern,0.6905632461116037,2026-08-06T02:54:52.065883+00:00
HT0043,Alprazolam,vLess-DILI-concern,0.7122070291242101,2026-08-06T02:54:52.065883+00:00
HT0045,Altretamine,Ambiguous-DILI-concern,0.6500884863264298,2026-08-06T02:54:52.065883+00:00
HT0046,Alvimopan,vNo-DILI-concern,0.5639968749111618,2026-08-06T02:54:52.065883+00:00
HT0047,Amantadine hydrochloride,Ambiguous-DILI-concern,0.5687536964905352,2026-08-06T02:54:52.065883+00:00
HT0048,Ambenonium chloride,vNo-DILI-concern,0.6265551830255935,2026-08-06T02:54:52.065883+00:00
HT0049,Ambrisentan,Ambiguous-DILI-concern,0.6598744700169109,2026-08-06T02:54:52.065883+00:00
HT0050,Amifampridine,vNo-DILI-concern,0.6766432351695105,2026-08-06T02:54:52.065883+00:00
HT0051,Amifampridine phosphate,Ambiguous-DILI-concern,0.6766432351695105,2026-08-06T02:54:52.065883+00:00
HT0052,Amifostine,vNo-DILI-concern,0.5334235536796759,2026-08-06T02:54:52.065883+00:00
HT0053,Amikacin sulfate,vNo-DILI-concern,0.5332871871900874,2026-08-06T02:54:52.065883+00:00
HT0054,Amiloride hydrochloride,vLess-DILI-concern,0.6864646404977647,2026-08-06T02:54:52.065883+00:00
HT0055,Amineptine,vMost-DILI-concern,0.5997945084528605,2026-08-06T02:54:52.065883+00:00
HT0056,Aminocaproic acid,vNo-DILI-concern,0.5384072867767156,2026-08-06T02:54:52.065883+00:00
HT0057,Aminohippurate sodium,vNo-DILI-concern,0.6260567802257867,2026-08-06T02:54:52.065883+00:00
HT0058,Aminophylline,vNo-DILI-concern,0.6634299704747786,2026-08-06T02:54:52.065883+00:00
HT0059,Aminosalicylic acid,vMost-DILI-concern,0.6581945179880343,2026-08-06T02:54:52.065883+00:00
HT0060,Amiodarone hydrochloride,vMost-DILI-concern,0.6521564611348384,2026-08-06T02:54:52.065883+00:00
HT0070,Amprenavir,Ambiguous-DILI-concern,0.6318029237988151,2026-08-06T02:54:52.065883+00:00
HT0061,Amisulpride,vLess-DILI-concern,0.6564361460208039,2026-08-06T02:54:52.065883+00:00
HT0062,Amitriptyline hydrochloride,vLess-DILI-concern,0.6673264329510465,2026-08-06T02:54:52.065883+00:00
HT0063,Amlodipine besylate,vLess-DILI-concern,0.6671792177584085,2026-08-06T02:54:52.065883+00:00
HT0064,Ammonium chloride,vNo-DILI-concern,0.5672444877346481,2026-08-06T02:54:52.065883+00:00
HT0065,Amoxapine,Ambiguous-DILI-concern,0.6721654522231593,2026-08-06T02:54:52.065883+00:00
HT0066,Amoxicillin,vLess-DILI-concern,0.6739063087338856,2026-08-06T02:54:52.065883+00:00
HT0067,Amphetamine sulfate,vLess-DILI-concern,0.6042134937752978,2026-08-06T02:54:52.065883+00:00
HT0068,Amphotericin B,vLess-DILI-concern,0.6079833344789641,2026-08-06T02:54:52.065883+00:00
HT0069,Ampicillin sodium,vLess-DILI-concern,0.6875064121308001,2026-08-06T02:54:52.065883+00:00
HT0071,Anagrelide hydrochloride,Ambiguous-DILI-concern,0.668853584009835,2026-08-06T02:54:52.065883+00:00
HT0073,Anastrozole,vLess-DILI-concern,0.6302911715170454,2026-08-06T02:54:52.065883+00:00
HT0074,Angiotensin ii acetate,vNo-DILI-concern,0.5402283321830083,2026-08-06T02:54:52.065883+00:00
HT0075,Anidulafungin,vMost-DILI-concern,0.6210642918945372,2026-08-06T02:54:52.065883+00:00
HT0077,Apalutamide,vNo-DILI-concern,0.6804725103861469,2026-08-06T02:54:52.065883+00:00
HT0078,Apixaban,vLess-DILI-concern,0.6935818765006369,2026-08-06T02:54:52.065883+00:00
HT0079,Aplaviroc,vMost-DILI-concern,0.6095508622560315,2026-08-06T02:54:52.065883+00:00
HT0080,Apomorphine hydrochloride,vNo-DILI-concern,0.6060205736873183,2026-08-06T02:54:52.065883+00:00
HT0081,Apremilast,vNo-DILI-concern,0.6719964019299998,2026-08-06T02:54:52.065883+00:00
HT0082,Aprepitant,Ambiguous-DILI-concern,0.6333213818654376,2026-08-06T02:54:52.065883+00:00
HT0083,Aprotinin,Ambiguous-DILI-concern,0.5154632338422879,2026-08-06T02:54:52.065883+00:00
HT0084,Argatroban,vNo-DILI-concern,0.6195924461180797,2026-08-06T02:54:52.065883+00:00
HT0085,Arginine hydrochloride,vNo-DILI-concern,0.5476993750751469,2026-08-06T02:54:52.065883+00:00
HT0086,Argipressin,vNo-DILI-concern,0.5348851852408899,2026-08-06T02:54:52.065883+00:00
HT0087,Aripiprazole,vLess-DILI-concern,0.656535836986894,2026-08-06T02:54:52.065883+00:00
HT0096,Atenolol,vLess-DILI-concern,0.5730290551486107,2026-08-06T02:54:52.065883+00:00
HT0088,Aripiprazole lauroxil,vLess-DILI-concern,0.650908732135847,2026-08-06T02:54:52.065883+00:00
HT0089,Armodafinil,Ambiguous-DILI-concern,0.6623608858265065,2026-08-06T02:54:52.065883+00:00
HT0090,Arsenic trioxide,Ambiguous-DILI-concern,0.5781859822230896,2026-08-06T02:54:52.065883+00:00
HT0091,Artesunate,Ambiguous-DILI-concern,0.5750906039493977,2026-08-06T02:54:52.065883+00:00
HT0092,Asciminib hydrochloride,Ambiguous-DILI-concern,0.6778999551427525,2026-08-06T02:54:52.065883+00:00
HT0094,Aspirin,vLess-DILI-concern,0.6690189375121937,2026-08-06T02:54:52.065883+00:00
HT0095,Atazanavir sulfate,vLess-DILI-concern,0.6241061096568898,2026-08-06T02:54:52.065883+00:00
HT0132,Benziodarone,vMost-DILI-concern,0.6783994408335592,2026-08-06T02:54:52.065883+00:00
HT0097,Atogepant,Ambiguous-DILI-concern,0.6801034359010801,2026-08-06T02:54:52.065883+00:00
HT0098,Atomoxetine hydrochloride,vMost-DILI-concern,0.6367479459154606,2026-08-06T02:54:52.065883+00:00
HT0099,Atorvastatin calcium,vMost-DILI-concern,0.6396860454149756,2026-08-06T02:54:52.065883+00:00
HT0100,Atovaquone,Ambiguous-DILI-concern,0.6762089774241266,2026-08-06T02:54:52.065883+00:00
HT0101,Atracurium,vNo-DILI-concern,0.5678480326908772,2026-08-06T02:54:52.065883+00:00
HT0102,Atropine,vNo-DILI-concern,0.5475276870926685,2026-08-06T02:54:52.065883+00:00
HT0103,Auranofin,vLess-DILI-concern,0.5921159490303542,2026-08-06T02:54:52.065883+00:00
HT0104,Avacopan,Ambiguous-DILI-concern,0.6676253930257054,2026-08-06T02:54:52.065883+00:00
HT0105,Avanafil,vNo-DILI-concern,0.6661442953082414,2026-08-06T02:54:52.065883+00:00
HT0106,Avapritinib,Ambiguous-DILI-concern,0.6991723006570738,2026-08-06T02:54:52.065883+00:00
HT0107,Avatrombopag maleate,vNo-DILI-concern,0.692568205363869,2026-08-06T02:54:52.065883+00:00
HT0108,Axitinib,Ambiguous-DILI-concern,0.7153089677904821,2026-08-06T02:54:52.065883+00:00
HT0109,Azacitidine,Ambiguous-DILI-concern,0.5741647488480702,2026-08-06T02:54:52.065883+00:00
HT0110,Azathioprine,vMost-DILI-concern,0.709886914035736,2026-08-06T02:54:52.065883+00:00
HT0111,Azilsartan kamedoxomil,vNo-DILI-concern,0.7115590118004728,2026-08-06T02:54:52.065883+00:00
HT0112,Azithromycin,vLess-DILI-concern,0.6354963449309768,2026-08-06T02:54:52.065883+00:00
HT0113,Aztreonam,Ambiguous-DILI-concern,0.7095294542140037,2026-08-06T02:54:52.065883+00:00
HT0171,Butabarbital sodium,Ambiguous-DILI-concern,0.6042249128399357,2026-08-06T02:54:52.065883+00:00
HT0114,Bacitracin,vNo-DILI-concern,0.5337675274141007,2026-08-06T02:54:52.065883+00:00
HT0115,Baclofen,vLess-DILI-concern,0.6088068152942038,2026-08-06T02:54:52.065883+00:00
HT0116,Baloxavir marboxil,vNo-DILI-concern,0.6676007447004632,2026-08-06T02:54:52.065883+00:00
HT0117,Balsalazide disodium,Ambiguous-DILI-concern,0.6432416591737916,2026-08-06T02:54:52.065883+00:00
HT0118,Baricitinib,Ambiguous-DILI-concern,0.7024608834026794,2026-08-06T02:54:52.065883+00:00
HT0120,Bedaquiline fumarate,Ambiguous-DILI-concern,0.6671450920823032,2026-08-06T02:54:52.065883+00:00
HT0121,Belinostat,Ambiguous-DILI-concern,0.7061585341243576,2026-08-06T02:54:52.065883+00:00
HT0122,Belumosudil mesylate,Ambiguous-DILI-concern,0.6819417307314966,2026-08-06T02:54:52.065883+00:00
HT0123,Belzutifan,Ambiguous-DILI-concern,0.6907942395485679,2026-08-06T02:54:52.065883+00:00
HT0124,Bempedoic acid,Ambiguous-DILI-concern,0.5421994490533316,2026-08-06T02:54:52.065883+00:00
HT0125,Benazepril hydrochloride,vLess-DILI-concern,0.6407309199735008,2026-08-06T02:54:52.065883+00:00
HT0126,Bendamustine hydrochloride,vNo-DILI-concern,0.6034850292875149,2026-08-06T02:54:52.065883+00:00
HT0127,Bendazac,vMost-DILI-concern,0.6562018714948262,2026-08-06T02:54:52.065883+00:00
HT0128,Bendroflumethiazide,vLess-DILI-concern,0.6911664775234531,2026-08-06T02:54:52.065883+00:00
HT0129,Benoxaprofen,vMost-DILI-concern,0.6913856487406862,2026-08-06T02:54:52.065883+00:00
HT0130,Benzarone,vMost-DILI-concern,0.6753641206135004,2026-08-06T02:54:52.065883+00:00
HT0131,Benzbromarone,vMost-DILI-concern,0.6849599045462819,2026-08-06T02:54:52.065883+00:00
HT0133,Benznidazole,Ambiguous-DILI-concern,0.666407195826025,2026-08-06T02:54:52.065883+00:00
HT0134,Benzonatate,vLess-DILI-concern,0.5651925818457992,2026-08-06T02:54:52.065883+00:00
HT0135,Benzphetamine hydrochloride,vNo-DILI-concern,0.6127941410820501,2026-08-06T02:54:52.065883+00:00
HT0136,Benztropine mesylate,vNo-DILI-concern,0.5902919330334834,2026-08-06T02:54:52.065883+00:00
HT0138,Berotralstat hydrochloride,Ambiguous-DILI-concern,0.6610370897270974,2026-08-06T02:54:52.065883+00:00
HT0139,Betaine,vNo-DILI-concern,0.5522107522278199,2026-08-06T02:54:52.065883+00:00
HT0140,Betaxolol hydrochloride,Ambiguous-DILI-concern,0.5551447960056836,2026-08-06T02:54:52.065883+00:00
HT0141,Bethanechol chloride,vNo-DILI-concern,0.5491152921117922,2026-08-06T02:54:52.065883+00:00
HT0142,Betrixaban,vNo-DILI-concern,0.7075414955735375,2026-08-06T02:54:52.065883+00:00
HT0144,Bexarotene,vMost-DILI-concern,0.6812762775208595,2026-08-06T02:54:52.065883+00:00
HT0145,Bicalutamide,vMost-DILI-concern,0.6771531143300301,2026-08-06T02:54:52.065883+00:00
HT0146,Binimetinib,Ambiguous-DILI-concern,0.6663288937270989,2026-08-06T02:54:52.065883+00:00
HT0147,Biperiden hydrochloride,vNo-DILI-concern,0.561300126814242,2026-08-06T02:54:52.065883+00:00
HT0148,Bisacodyl,vNo-DILI-concern,0.6738482226374807,2026-08-06T02:54:52.065883+00:00
HT0149,Bisoprolol fumarate,Ambiguous-DILI-concern,0.5449012589893653,2026-08-06T02:54:52.065883+00:00
HT0150,Bivalirudin,vNo-DILI-concern,0.5286272021945768,2026-08-06T02:54:52.065883+00:00
HT0151,Bleomycin sulfate,Ambiguous-DILI-concern,0.6054302288767014,2026-08-06T02:54:52.065883+00:00
HT0152,Bortezomib,vMost-DILI-concern,0.6120181453239395,2026-08-06T02:54:52.065883+00:00
HT0153,Bosentan,vMost-DILI-concern,0.7081844605842946,2026-08-06T02:54:52.065883+00:00
HT0154,Bosutinib monohydrate,vMost-DILI-concern,0.6712308575973972,2026-08-06T02:54:52.065883+00:00
HT0157,Bremelanotide acetate,Ambiguous-DILI-concern,0.5820500074461533,2026-08-06T02:54:52.065883+00:00
HT0158,Brexanolone,vNo-DILI-concern,0.5675692525290558,2026-08-06T02:54:52.065883+00:00
HT0159,Brexpiprazole,vNo-DILI-concern,0.6543286303568988,2026-08-06T02:54:52.065883+00:00
HT0160,Brigatinib,Ambiguous-DILI-concern,0.6763058189192557,2026-08-06T02:54:52.065883+00:00
HT0161,Brilliant blue g,vNo-DILI-concern,0.6885615137148813,2026-08-06T02:54:52.065883+00:00
HT0162,Brivaracetam,vNo-DILI-concern,0.5750922771217665,2026-08-06T02:54:52.065883+00:00
HT0163,Bromfenac sodium,vMost-DILI-concern,0.6756022875641019,2026-08-06T02:54:52.065883+00:00
HT0164,Bromocriptine mesylate,vLess-DILI-concern,0.646741562977418,2026-08-06T02:54:52.065883+00:00
HT0165,Brompheniramine maleate,vNo-DILI-concern,0.6542282312036057,2026-08-06T02:54:52.065883+00:00
HT0166,Budesonide,vNo-DILI-concern,0.5904352470164567,2026-08-06T02:54:52.065883+00:00
HT0167,Bumetanide,Ambiguous-DILI-concern,0.6895800029421885,2026-08-06T02:54:52.065883+00:00
HT0168,Bupropion hydrochloride,vLess-DILI-concern,0.6455414968686194,2026-08-06T02:54:52.065883+00:00
HT0169,Buspirone hydrochloride,Ambiguous-DILI-concern,0.6189226922143526,2026-08-06T02:54:52.065883+00:00
HT0170,Busulfan,vMost-DILI-concern,0.5568885499297352,2026-08-06T02:54:52.065883+00:00
HT0172,Butorphanol tartrate,vNo-DILI-concern,0.5608683189761726,2026-08-06T02:54:52.065883+00:00
HT0173,Cabazitaxel,Ambiguous-DILI-concern,0.6821134754315165,2026-08-06T02:54:52.065883+00:00
HT0174,Cabergoline,vNo-DILI-concern,0.6311029246080792,2026-08-06T02:54:52.065883+00:00
HT0175,Cabotegravir sodium,Ambiguous-DILI-concern,0.6485186195052206,2026-08-06T02:54:52.065883+00:00
HT0176,Cabozantinib s-malate,Ambiguous-DILI-concern,0.7037997301082948,2026-08-06T02:54:52.065883+00:00
HT0177,Caffeine citrate,vNo-DILI-concern,0.6577673588684698,2026-08-06T02:54:52.065883+00:00
HT0178,Calcitonin salmon,vNo-DILI-concern,0.5077706555590208,2026-08-06T02:54:52.065883+00:00
HT0179,Calcitriol,vNo-DILI-concern,0.5706885843258006,2026-08-06T02:54:52.065883+00:00
HT0180,Calcium acetate,vNo-DILI-concern,0.5852069253653248,2026-08-06T02:54:52.065883+00:00
HT0181,Canagliflozin,vLess-DILI-concern,0.6213598435470289,2026-08-06T02:54:52.065883+00:00
HT0183,Candesartan cilexetil,vLess-DILI-concern,0.6931975332024638,2026-08-06T02:54:52.065883+00:00
HT0184,Cangrelor,vNo-DILI-concern,0.5586520555891606,2026-08-06T02:54:52.065883+00:00
HT0185,Cannabidiol,Ambiguous-DILI-concern,0.6203035282179076,2026-08-06T02:54:52.065883+00:00
HT0186,Capecitabine,vLess-DILI-concern,0.6154923115483636,2026-08-06T02:54:52.065883+00:00
HT0187,Capmatinib hydrochloride,vLess-DILI-concern,0.7033339277105551,2026-08-06T02:54:52.065883+00:00
HT0207,Cefditoren pivoxil,vLess-DILI-concern,0.728158249302115,2026-08-06T02:54:52.065883+00:00
HT0188,Capreomycin sulfate,Ambiguous-DILI-concern,0.5527228920387666,2026-08-06T02:54:52.065883+00:00
HT0189,Captopril,vLess-DILI-concern,0.5510532873263133,2026-08-06T02:54:52.065883+00:00
HT0190,Carbamazepine,vMost-DILI-concern,0.6903262833616851,2026-08-06T02:54:52.065883+00:00
HT0191,Carbenicillin disodium,vLess-DILI-concern,0.687822186416955,2026-08-06T02:54:52.065883+00:00
HT0192,Carbidopa,Ambiguous-DILI-concern,0.6099677802922591,2026-08-06T02:54:52.065883+00:00
HT0193,Carbinoxamine maleate,vNo-DILI-concern,0.6377866948592986,2026-08-06T02:54:52.065883+00:00
HT0194,Carboplatin,vLess-DILI-concern,0.5801875148460646,2026-08-06T02:54:52.065883+00:00
HT0195,Carboprost tromethamine,vNo-DILI-concern,0.5475047701145488,2026-08-06T02:54:52.065883+00:00
HT0196,Carfilzomib,vMost-DILI-concern,0.562181109648136,2026-08-06T02:54:52.065883+00:00
HT0197,Carglumic acid,vNo-DILI-concern,0.5517790457668504,2026-08-06T02:54:52.065883+00:00
HT0198,Cariprazine hydrochloride,Ambiguous-DILI-concern,0.6409684445699667,2026-08-06T02:54:52.065883+00:00
HT0199,Carisoprodol,vNo-DILI-concern,0.5697959445558706,2026-08-06T02:54:52.065883+00:00
HT0200,Carvedilol,vLess-DILI-concern,0.6171153673639656,2026-08-06T02:54:52.065883+00:00
HT0202,Caspofungin acetate,Ambiguous-DILI-concern,0.5490255190820567,2026-08-06T02:54:52.065883+00:00
HT0203,Cefaclor,vLess-DILI-concern,0.7027942721807876,2026-08-06T02:54:52.065883+00:00
HT0204,Cefadroxil hemihydrate,vLess-DILI-concern,0.6913129195743425,2026-08-06T02:54:52.065883+00:00
HT0205,Cefazolin sodium,vLess-DILI-concern,0.7174503682349374,2026-08-06T02:54:52.065883+00:00
HT0206,Cefdinir,vLess-DILI-concern,0.7219180989859266,2026-08-06T02:54:52.065883+00:00
HT0208,Cefepime hydrochloride,vLess-DILI-concern,0.7108080627291918,2026-08-06T02:54:52.065883+00:00
HT0209,Cefiderocol sulfate tosylate,Ambiguous-DILI-concern,0.7120818955282767,2026-08-06T02:54:52.065883+00:00
HT0210,Cefixime,vLess-DILI-concern,0.7182333854594152,2026-08-06T02:54:52.065883+00:00
HT0211,Cefoperazone sodium,vLess-DILI-concern,0.7196536890312433,2026-08-06T02:54:52.065883+00:00
HT0212,Cefotaxime sodium,vLess-DILI-concern,0.7200332517961295,2026-08-06T02:54:52.065883+00:00
HT0213,Cefotetan disodium,Ambiguous-DILI-concern,0.7009725200418829,2026-08-06T02:54:52.065883+00:00
HT0214,Cefoxitin sodium,Ambiguous-DILI-concern,0.6730663843670621,2026-08-06T02:54:52.065883+00:00
HT0215,Cefpodoxime proxetil,Ambiguous-DILI-concern,0.7131637039175519,2026-08-06T02:54:52.065883+00:00
HT0216,Cefprozil,vLess-DILI-concern,0.693167532545222,2026-08-06T02:54:52.065883+00:00
HT0217,Ceftaroline fosamil,vLess-DILI-concern,0.7318789352710062,2026-08-06T02:54:52.065883+00:00
HT0248,Choline c-11,vNo-DILI-concern,0.5319892708385605,2026-08-06T02:54:52.065883+00:00
HT0218,Ceftazidime,vLess-DILI-concern,0.7253914128993219,2026-08-06T02:54:52.065883+00:00
HT0219,Ceftibuten dihydrate,Ambiguous-DILI-concern,0.6987060484457722,2026-08-06T02:54:52.065883+00:00
HT0220,Ceftizoxime sodium,Ambiguous-DILI-concern,0.7195766298591402,2026-08-06T02:54:52.065883+00:00
HT0221,Ceftriaxone sodium,vLess-DILI-concern,0.7329202336906931,2026-08-06T02:54:52.065883+00:00
HT0222,Cefuroxime sodium,vLess-DILI-concern,0.7118455762633247,2026-08-06T02:54:52.065883+00:00
HT0223,Celecoxib,vLess-DILI-concern,0.7162915075249553,2026-08-06T02:54:52.065883+00:00
HT0224,Cenobamate,Ambiguous-DILI-concern,0.6863623383937799,2026-08-06T02:54:52.065883+00:00
HT0225,Cephalexin,vLess-DILI-concern,0.7011376105896876,2026-08-06T02:54:52.065883+00:00
HT0226,Cephradine,Ambiguous-DILI-concern,0.6906625390675878,2026-08-06T02:54:52.065883+00:00
HT0227,Ceritinib,vMost-DILI-concern,0.690856962291659,2026-08-06T02:54:52.065883+00:00
HT0229,Cetirizine hydrochloride,vLess-DILI-concern,0.5944976266893927,2026-08-06T02:54:52.065883+00:00
HT0230,Cetrorelix acetate,Ambiguous-DILI-concern,0.548624105377487,2026-08-06T02:54:52.065883+00:00
HT0232,Cevimeline hydrochloride,Ambiguous-DILI-concern,0.5640220537874013,2026-08-06T02:54:52.065883+00:00
HT0233,Chenodiol,Ambiguous-DILI-concern,0.5495603315246996,2026-08-06T02:54:52.065883+00:00
HT0234,Chlorambucil,vLess-DILI-concern,0.5829496388315724,2026-08-06T02:54:52.065883+00:00
HT0235,Chloramphenicol,vNo-DILI-concern,0.5783344565529228,2026-08-06T02:54:52.065883+00:00
HT0236,Chlorcyclizine hydrochloride,vLess-DILI-concern,0.6417064714740591,2026-08-06T02:54:52.065883+00:00
HT0268,Clomacran,vMost-DILI-concern,0.6790876549408824,2026-08-06T02:54:52.065883+00:00
HT0237,Chlordiazepoxide hydrochloride,vLess-DILI-concern,0.7043980998650923,2026-08-06T02:54:52.065883+00:00
HT0238,Chlormezanone,vMost-DILI-concern,0.6920962441718517,2026-08-06T02:54:52.065883+00:00
HT0239,Chloroquine phosphate,vLess-DILI-concern,0.6603217985333841,2026-08-06T02:54:52.065883+00:00
HT0240,Chlorothiazide,vLess-DILI-concern,0.7122473511979489,2026-08-06T02:54:52.065883+00:00
HT0241,Chlorpheniramine maleate,vNo-DILI-concern,0.6636836406510035,2026-08-06T02:54:52.065883+00:00
HT0242,Chlorpromazine hydrochloride,vLess-DILI-concern,0.6866182329885248,2026-08-06T02:54:52.065883+00:00
HT0243,Chlorpropamide,vLess-DILI-concern,0.6985228705344424,2026-08-06T02:54:52.065883+00:00
HT0244,Chlorthalidone,Ambiguous-DILI-concern,0.7174145142761001,2026-08-06T02:54:52.065883+00:00
HT0245,Chlorzoxazone,vMost-DILI-concern,0.6977495104676109,2026-08-06T02:54:52.065883+00:00
HT0247,Cholic acid,Ambiguous-DILI-concern,0.5408715298010418,2026-08-06T02:54:52.065883+00:00
HT0250,Cidofovir,Ambiguous-DILI-concern,0.5721785396234793,2026-08-06T02:54:52.065883+00:00
HT0251,Cilostazol,Ambiguous-DILI-concern,0.6688816744491937,2026-08-06T02:54:52.065883+00:00
HT0252,Cimetidine,vLess-DILI-concern,0.6386047508284551,2026-08-06T02:54:52.065883+00:00
HT0253,Cinacalcet hydrochloride,vNo-DILI-concern,0.6186591783939477,2026-08-06T02:54:52.065883+00:00
HT0254,Cinchophen,vMost-DILI-concern,0.6933825264892882,2026-08-06T02:54:52.065883+00:00
HT0255,Ciprofloxacin hydrochloride,vMost-DILI-concern,0.6662891123484425,2026-08-06T02:54:52.065883+00:00
HT0256,Cisatracurium besylate,vNo-DILI-concern,0.5678480326908772,2026-08-06T02:54:52.065883+00:00
HT0257,Cisplatin,vLess-DILI-concern,0.5672444877346481,2026-08-06T02:54:52.065883+00:00
HT0258,Citalopram hydrobromide,vLess-DILI-concern,0.6344046391691988,2026-08-06T02:54:52.065883+00:00
HT0259,Cladribine,vLess-DILI-concern,0.6170592586275606,2026-08-06T02:54:52.065883+00:00
HT0260,Clarithromycin,vMost-DILI-concern,0.6369920757699092,2026-08-06T02:54:52.065883+00:00
HT0261,Clemastine fumarate,vNo-DILI-concern,0.6003542946560458,2026-08-06T02:54:52.065883+00:00
HT0262,Clevidipine,vNo-DILI-concern,0.6878614874043035,2026-08-06T02:54:52.065883+00:00
HT0263,Clindamycin hydrochloride,vLess-DILI-concern,0.5686733132882916,2026-08-06T02:54:52.065883+00:00
HT0264,Clindamycin phosphate,vLess-DILI-concern,0.5762588881826923,2026-08-06T02:54:52.065883+00:00
HT0265,Clobazam,Ambiguous-DILI-concern,0.7017725173736948,2026-08-06T02:54:52.065883+00:00
HT0266,Clofarabine,Ambiguous-DILI-concern,0.6204380568179235,2026-08-06T02:54:52.065883+00:00
HT0267,Clofibrate,vLess-DILI-concern,0.6632454184293678,2026-08-06T02:54:52.065883+00:00
HT0269,Clometacin,vMost-DILI-concern,0.6826010509377557,2026-08-06T02:54:52.065883+00:00
HT0270,Clomiphene citrate,vLess-DILI-concern,0.6546658254019017,2026-08-06T02:54:52.065883+00:00
HT0271,Clomipramine hydrochloride,vMost-DILI-concern,0.6699279517211991,2026-08-06T02:54:52.065883+00:00
HT0272,Clonazepam,vLess-DILI-concern,0.7087350328530148,2026-08-06T02:54:52.065883+00:00
HT0273,Clonidine hydrochloride,Ambiguous-DILI-concern,0.6741691538091735,2026-08-06T02:54:52.065883+00:00
HT0274,Clopidogrel bisulfate,vLess-DILI-concern,0.6772304784839044,2026-08-06T02:54:52.065883+00:00
HT0275,Clorazepate dipotassium,Ambiguous-DILI-concern,0.7022394153154916,2026-08-06T02:54:52.065883+00:00
